"entry","ego_number","countrycode","year","continent","who_region","who_pac_sea","population","labor","democracy","GL_total","tobac_prod","GDP","womens_rights","number_ngos","perc_female_smoke","perc_male_smoke","diag_inb_fctc","time","who_reg2","GL_any","toa_year_fctc","toa_month_fctc","toa_year_corrupt","toa_month_corrupt","toa_year_pollute","toa_month_pollute","toa_year_picc","toa_month_picc","meanall","meanallart","meanallart50","year_ratification","year_signature","pol_shift_left","pol_shift_right","pol_shift","signature","ratification","sum_art05","sum_art06","sum_art08","sum_art11","sum_art13","bloomberg_count","bloomberg_amount","bloomberg_fctc_count","bloomberg_fctc_amount","country_name","Asia","Europe","Africa","America","Pacific","Eastern Mediterranean","European","African","Americas","Western Pacific","South-East Asia","Years since Ratif.","Years since Sign.","tobac_prod_pp","GDP_pp","bloomberg_amount_pp","bloomberg_fctc_amount_pp","subscribed"
"GA",62,"GAB",2010,"Africa","African",0,0.0108390072990004,5.19080954849228,1.46631108053429,1,0,0.427304863378774,1,1,0.339579535236678,1.5677769335489,25,9,"African",1,8,110,6,94,6,89,9,129,<NA>,<NA>,<NA>,941.342889805906,1180.58063131959,<NA>,<NA>,0,20030822,20090220,0,0,0,0,0,0,0,0,0,"Gabon",0,0,1,0,0,0,0,1,0,0,0,0.564799643022163,4.93395875991946,0,0.0335703476494501,0,0,0
"GA",62,"GAB",2012,"Africa","African",0,0.011754164548809,5.17072774058415,1.46631108053429,1,0,0.460670531268178,1,1,0.339579535236678,1.5677769335489,25,11,"African",1,8,110,6,94,6,89,9,129,<NA>,<NA>,<NA>,941.342889805906,1180.58063131959,<NA>,<NA>,0,20030822,20090220,3,1,3,5,0,0,0,0,0,"Gabon",0,0,1,0,0,0,0,1,0,0,0,0.564799643022163,4.93395875991946,0,0.0333738398206487,0,0,0
"GB",181,"GBR",2010,"Europe","European",0,0.448052130892985,5.14996391996758,3.25846906785399,1917,0,2.71028773822141,1,9,2.44109745904397,2.06247092232994,1303,9,"European",1,3,60,5,74,4,61,7,97,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,0,0,0,20030616,20041216,6,5,2,8,8,0,0,0,0,"United Kingdom",0,1,0,0,0,0,1,0,0,0,0,3.38879785813298,4.93395875991946,0,0.00515103338769904,0,0,90
"GB",181,"GBR",2012,"Europe","European",0,0.45859514070279,5.14437344188609,3.25846906785399,2002,0,2.73257211145377,1,9,2.44109745904397,2.06247092232994,1303,11,"European",1,3,60,5,74,4,61,7,97,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,1,0,1,20030616,20041216,6,5,4,8,11,0,0,0,0,"United Kingdom",0,1,0,0,0,0,1,0,0,0,0,3.38879785813298,4.93395875991946,0,0.00507399102550136,0,0,90
"GD",68,"GRD",2010,"America","Americas",0,0.000752283753005324,4.91091143407436,3.06426844316617,0,0,0.435877643229792,1,0,0.801313042925731,2.60773555246393,1,9,"Americas",0,6,92,10,<NA>,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,940.405763982306,1181.17003752594,0,1,1,20040629,20070814,0,0,0,0,0,0,0,0,0,"Grenada",0,0,0,1,0,0,0,0,1,0,0,1.69439892906649,4.2291075085024,0,0.493390091171516,0,0,0
"GD",68,"GRD",2012,"America","Americas",0,0.000759454737127687,4.91091143407436,3.06426844316617,0,0,0.430819898244446,1,0,0.801313042925731,2.60773555246393,1,11,"Americas",0,6,92,10,<NA>,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,940.405763982306,1181.17003752594,0,1,1,20040629,20070814,0,0,0,0,0,0,0,0,0,"Grenada",0,0,0,1,0,0,0,0,1,0,0,1.69439892906649,4.2291075085024,0,0.483060326048866,0,0,0
"GE",64,"GEO",2010,"Asia","European",0,0.0320591948795746,5.26534705008226,2.25377454218295,9,0.000358741449911659,0.127084411236388,1,3,0.59576147492936,4.70399518358857,15,9,"European",1,5,74,7,107,5,82,9,123,<NA>,<NA>,<NA>,939.937201070506,1181.17003752594,0,0,0,20040220,20060214,0,0,0,0,0,0,0,0,0,"Georgia",1,0,0,0,0,0,1,0,0,0,0,2.25919857208865,4.2291075085024,0.013857097637442,0.00337557048972726,0,0,28
"GE",64,"GEO",2012,"Asia","European",0,0.0323320666649536,5.270230989826,2.38954387950898,9,0.000362765173724246,0.143435809915143,1,3,0.59576147492936,4.70399518358857,15,11,"European",1,5,74,7,107,5,82,9,123,<NA>,<NA>,<NA>,939.937201070506,1181.17003752594,0,0,0,20040220,20060214,3,3,4,8,5,1,0.764311501352994,1,1.51024321540413,"Georgia",1,0,0,0,0,0,1,0,0,0,0,2.25919857208865,4.2291075085024,0.0138942609439564,0.00377773627275751,0.0595112898156325,0.059504082144477,28
"GH",66,"GHA",2012,"Africa","African",0,0.182633028355938,5.60047082931684,2.95977627713525,12,0.0171304363284057,0.050139387525485,1,5,0.270999848706208,0.882459507166193,83,11,"African",1,3,59,6,90,2,41,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,0,0,0,20030620,20041129,4,2,4,8,9,1,0.277746670285292,1,0.548814225164619,"Ghana",0,0,1,0,0,0,0,1,0,0,0,3.38879785813298,4.93395875991946,0.116153535624901,0.00023377992544282,0.0038285292937867,0.00382806560395163,0
"GH",66,"GHA",2010,"Africa","African",0,0.175615838803694,5.34005123245862,2.95977627713525,10,0.0161227667286906,0.0418982255792819,1,5,0.270999848706208,0.882459507166193,83,9,"African",1,3,59,6,90,2,41,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,0,0,0,20030620,20041129,1,1,0,8,9,1,0.0631264581323852,0,0,"Ghana",0,0,1,0,0,0,0,1,0,0,0,3.38879785813298,4.93395875991946,0.113689201838469,0.000203160587478655,0.00090491997363024,0,0
"GM",63,"GMB",2012,"Africa","African",0,0.0128964317616255,5.3612542544306,0.678847696573594,2,0,0.0304482578715089,1,2,0.285640420986076,2.60194701698039,5,11,"African",1,6,93,10,<NA>,5,76,10,<NA>,<NA>,<NA>,<NA>,940.405763982306,1180.58063131959,0,0,0,20030616,20070918,4,1,4,7,9,0,0,0,0,"Gambia",0,0,1,0,0,0,0,1,0,0,0,1.69439892906649,4.93395875991946,0,0.00201048295871618,0,0,0
"GM",63,"GMB",2010,"Africa","African",0,0.0124440621799064,5.37444543780254,0.950386759665443,2,0,0.0320416671510722,1,2,0.285640420986076,2.60194701698039,5,9,"African",1,6,93,10,<NA>,5,76,10,<NA>,<NA>,<NA>,<NA>,940.405763982306,1180.58063131959,0,0,0,20030616,20070918,0,0,0,0,0,0,0,0,0,"Gambia",0,0,1,0,0,0,0,1,0,0,0,1.69439892906649,4.93395875991946,0,0.00219260522083104,0,0,0
"GN",70,"GIN",2010,"Africa","African",0,0.0718652845441099,5.06762594433686,1.43915711984354,2,0.0101573485624617,0.0206294427653764,1,1,0.193598288132635,2.08533838064623,8,9,"African",1,6,95,10,<NA>,6,96,10,<NA>,<NA>,<NA>,<NA>,940.405763982306,1181.17003752594,0,0,0,20040401,20071107,0,0,0,0,0,0,0,0,0,"Guinea",0,0,1,0,0,0,0,1,0,0,0,1.69439892906649,4.2291075085024,0.175026793287777,0.000244442017435142,0,0,0
"GN",70,"GIN",2012,"Africa","African",0,0.0824466835982327,5.12410196671984,1.43915711984354,2,0.0094721310598992,0.0211619803570436,1,1,0.193598288132635,2.08533838064623,8,11,"African",1,6,95,10,<NA>,6,96,10,<NA>,<NA>,<NA>,<NA>,940.405763982306,1181.17003752594,0,0,0,20040401,20071107,0,0,0,0,0,0,0,0,0,"Guinea",0,0,1,0,0,0,0,1,0,0,0,1.69439892906649,4.2291075085024,0.142271475949296,0.000218570037980604,0,0,0
"GQ",55,"GNQ",2010,"Africa","African",0,0.00504273539185432,5.0112250480885,0.407308633481748,0,0,0.889041470056004,1,0,0.801313042925731,2.60773555246393,6,9,"African",0,4,69,10,<NA>,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1181.75944373229,<NA>,<NA>,0,<NA>,20050917,0,0,0,0,0,0,0,0,0,"Equatorial Guinea",0,0,1,0,0,0,0,1,0,0,0,2.82399821511081,3.52425625708533,0,0.150128571151216,0,0,0
"GQ",55,"GNQ",2012,"Africa","African",0,0.00530117161180633,5.02333995564057,0.407308633481748,0,0,0.911013310345276,1,0,0.801313042925731,2.60773555246393,6,11,"African",0,4,69,10,<NA>,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1181.75944373229,<NA>,<NA>,0,<NA>,20050917,0,0,0,0,0,0,0,0,0,"Equatorial Guinea",0,0,1,0,0,0,0,1,0,0,0,2.82399821511081,3.52425625708533,0,0.146339096840615,0,0,0
"GR",67,"GRC",2010,"Europe","European",0,0.0814692050245654,4.65673989990532,3.12269973052795,11,0.0886751620210639,1.50330152992343,1,1,4.32619674426302,5.23741572106714,378,9,"European",1,5,73,7,105,5,77,6,91,<NA>,<NA>,<NA>,939.937201070506,1180.58063131959,<NA>,<NA>,1,20030616,20060127,0,0,0,0,0,0,0,0,0,"Greece",0,1,0,0,0,0,1,0,0,0,0,2.25919857208865,4.93395875991946,1.34788190046652,0.0157130369828986,0,0,0
"GR",67,"GRC",2012,"Europe","European",0,0.0798655469016109,4.75373072610373,2.98692977169827,14,0.0967365484745516,1.28701160718167,1,1,4.32619674426302,5.23741572106714,378,11,"European",1,5,73,7,105,5,77,6,91,<NA>,<NA>,<NA>,939.937201070506,1180.58063131959,<NA>,<NA>,<NA>,20030616,20060127,2,6,3,7,13,0,0,0,0,"Greece",0,1,0,0,0,0,1,0,0,0,0,2.25919857208865,4.93395875991946,1.49994193544955,0.0137224136137505,0,0,0
"GT",69,"GTM",2012,"America","Americas",0,0.108593114077589,4.28523676528796,2.41669799557565,22,0.0967365484745516,0.158966901490479,1,1,0.408863889500958,1.80440635285215,249,11,"Americas",1,4,71,5,83,7,103,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,<NA>,<NA>,0,20030925,20051116,2,1,3,6,5,0,0,0,0,"Guatemala",0,0,0,1,0,0,0,0,1,0,0,2.82399821511081,4.93395875991946,1.10314253360252,0.00124655640232421,0,0,106
"GT",69,"GTM",2010,"America","Americas",0,0.103597170077111,4.26800756787393,2.28092834749779,17,0.0748257112445404,0.155873680767687,1,1,0.408863889500958,1.80440635285215,249,9,"Americas",1,4,71,5,83,7,103,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,<NA>,<NA>,1,20030925,20051116,0,0,0,0,0,2,0.240706819844489,1,0.347307247754552,"Guatemala",0,0,0,1,0,0,0,0,1,0,0,2.82399821511081,4.93395875991946,0.894429863114269,0.00128124566933303,0.00584928707870576,0.00427070218381611,106
"GW",71,"GNB",2010,"Africa","African",0,0.0109092843833562,5.29850021463951,2.11800489410509,0,0,0.0298572115316864,1,0,0.801313042925731,2.60773555246393,4,9,"African",0,7,107,6,93,7,104,10,<NA>,<NA>,<NA>,<NA>,940.874326894106,1183.52766235134,0,1,1,<NA>,20081107,0,0,0,0,0,0,0,0,0,"Guinea-Bissau",0,0,1,0,0,0,0,1,0,0,0,1.12959928604433,1.40970250283413,0,0.00233056110210195,0,0,0
"GW",71,"GNB",2012,"Africa","African",0,0.0119772570327604,5.26830050622434,1.30338762714159,0,0,0.0303540645002198,1,0,0.801313042925731,2.60773555246393,4,11,"African",0,7,107,6,93,7,104,10,<NA>,<NA>,<NA>,<NA>,940.874326894106,1183.52766235134,0,1,1,<NA>,20081107,0,0,0,0,0,0,0,0,0,"Guinea-Bissau",0,0,1,0,0,0,0,1,0,0,0,1.12959928604433,1.40970250283413,0,0.00215807729072225,0,0,0
"GY",72,"GUY",2010,"America","Americas",0,0.00543218606770456,3.88839811639014,2.52531352758684,1,0.000314404900520231,0.080261071618041,1,0,0.581457157985879,2.22275830182135,4,9,"Americas",1,4,69,7,100,6,93,4,71,<NA>,<NA>,<NA>,939.468638158707,1181.75944373229,0,0,0,<NA>,20050915,6,1,2,9,0,0,0,0,0,"Guyana",0,0,0,1,0,0,0,0,1,0,0,2.82399821511081,3.52425625708533,0.0716733986700217,0.0125816566250888,0,0,0
"GY",72,"GUY",2012,"America","Americas",0,0.00572648440805164,3.90395351863595,2.52531352758684,1,0.000386957946849362,0.0876700991127267,1,0,0.581457157985879,2.22275830182135,4,11,"Americas",1,4,69,7,100,6,93,4,71,<NA>,<NA>,<NA>,939.468638158707,1181.75944373229,0,0,0,<NA>,20050915,6,1,4,8,0,0,0,0,0,"Guyana",0,0,0,1,0,0,0,0,1,0,0,2.82399821511081,3.52425625708533,0.0836794885134087,0.0130367977097486,0,0,0
"HN",74,"HND",2010,"America","Americas",0,0.0547221254273454,3.82224012036229,2.19946662080144,3,0.0229749405186588,0.104025125506543,1,3,0.356538477303248,2.60773555246393,148,9,"Americas",1,4,62,4,65,4,65,7,100,<NA>,<NA>,<NA>,939.468638158707,1181.17003752594,<NA>,<NA>,0,20040618,20050216,4,4,3,10,12,0,0,0,0,"Honduras",0,0,0,1,0,0,0,0,1,0,0,2.82399821511081,4.2291075085024,0.519917897736342,0.0016187612622774,0,0,4
"HN",74,"HND",2012,"America","Americas",0,0.0571363711481073,3.85246517499185,2.19946662080144,3,0.0282148278740679,0.107739798888506,1,3,0.356538477303248,2.60773555246393,148,11,"Americas",1,4,62,4,65,4,65,7,100,<NA>,<NA>,<NA>,939.468638158707,1181.17003752594,<NA>,<NA>,0,20040618,20050216,4,4,3,10,12,0,0,0,0,"Honduras",0,0,0,1,0,0,0,0,1,0,0,2.82399821511081,4.2291075085024,0.61151636050843,0.00160572444252482,0,0,4
"HR",41,"HRV",2010,"Europe","European",0,0.0318086424222872,5.14922425555131,3.0412380038316,3,0.0342245838832666,0.72261660945474,1,0,2.93290814788962,2.93455376689694,31,9,"European",1,7,103,4,64,6,85,3,60,<NA>,<NA>,<NA>,940.874326894106,1181.17003752594,<NA>,<NA>,0,20040602,20080714,0,0,0,0,0,0,0,0,0,"Croatia",0,1,0,0,0,0,1,0,0,0,0,1.12959928604433,4.2291075085024,1.33240536246891,0.0193450705267216,0,0,0
"HR",41,"HRV",2012,"Europe","European",0,0.0307254926297807,5.12000254219696,3.0412380038316,3,0.0475621415230804,0.729630476861549,1,0,2.93290814788962,2.93455376689694,31,11,"European",1,7,103,4,64,6,85,3,60,<NA>,<NA>,<NA>,940.874326894106,1181.17003752594,<NA>,<NA>,1,20040602,20080714,4,0,1,6,1,0,0,0,0,"Croatia",0,1,0,0,0,0,1,0,0,0,0,1.12959928604433,4.2291075085024,1.91692832861829,0.0202214187732319,0,0,0
"HU",75,"HUN",2010,"Europe","European",0,0.0719979981488564,5.16183142559838,3.25846906785399,13,0.0361633469496907,0.762779384639041,1,2,3.49298678395498,3.55057787592761,105,9,"European",1,3,52,4,64,7,99,5,75,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,0,0,0,20030616,20040407,2,6,2,7,14,0,0,0,0,"Hungary",0,1,0,0,0,0,1,0,0,0,0,3.38879785813298,4.93395875991946,0.622001634683752,0.00902165130844674,0,0,0
"HU",75,"HUN",2012,"Europe","European",0,0.0714244562149493,5.14045066848266,3.12269973052795,13,0.0374733237311708,0.771226326179823,1,2,3.49298678395498,3.55057787592761,105,11,"European",1,3,52,4,64,7,99,5,75,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,1,0,1,20030616,20040407,3,6,5,8,9,0,0,0,0,"Hungary",0,1,0,0,0,0,1,0,0,0,0,3.38879785813298,4.93395875991946,0.649708579578388,0.00919480270941413,0,0,0
"IE",81,"IRL",2010,"Europe","European",0,0.0322143934074276,4.90337429722414,3.25846906785399,73,0,3.18768025492064,1,3,0.801313042925731,2.60773555246393,378,9,"European",1,4,71,10,<NA>,9,128,5,83,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,0,0,0,20030916,20051107,4,4,1,6,5,0,0,0,0,"Ireland",0,1,0,0,0,0,1,0,0,0,0,2.82399821511081,4.93395875991946,0,0.0842621053356257,0,0,80
"IE",81,"IRL",2012,"Europe","European",0,0.0330246642147718,4.9900352933632,3.25846906785399,78,0,3.24676866570456,1,3,0.801313042925731,2.60773555246393,378,11,"European",1,4,71,10,<NA>,9,128,5,83,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,1,0,1,20030916,20051107,4,4,3,6,5,0,0,0,0,"Ireland",0,1,0,0,0,0,1,0,0,0,0,2.82399821511081,4.93395875991946,0,0.0837183089219829,0,0,80
"IL",82,"ISR",2010,"Asia","European",0,0.0548882676257466,5.27807222183503,3.12269973052795,28,0,1.59463891656171,1,1,1.32579829250897,2.37760884066575,105,9,"European",1,4,68,8,110,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,0,0,0,20030620,20050824,0,0,0,0,0,0,0,0,0,"Israel",1,0,0,0,0,0,1,0,0,0,0,2.82399821511081,4.93395875991946,0,0.0247394674448608,0,0,42
"IL",82,"ISR",2012,"Asia","European",0,0.0569538854417164,5.23853792303946,3.12269973052795,30,0,1.64917860057152,1,1,1.32579829250897,2.37760884066575,105,11,"European",1,4,68,8,110,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,0,0,0,20030620,20050824,5,6,4,7,1,0,0,0,0,"Israel",1,0,0,0,0,0,1,0,0,0,0,2.82399821511081,4.93395875991946,0,0.0246576591671103,0,0,42
"IN",77,"IND",2010,"Asia","South-East Asia",1,8.81695772583813,2.83982167655656,2.76969870767589,187,3.00556406111301,0.0708309175358593,1,19,0.379776533545894,2.18205160654193,239,9,"South-east Asia",1,3,50,10,<NA>,5,73,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,0,1,1,20030910,20040205,5,6,2,9,12,9,6.75572832410729,0,0,"India",1,0,0,0,0,0,0,0,0,0,1,3.38879785813298,4.93395875991946,0.422134220583016,6.84087446456783e-06,0.00192892726449167,0,78
"IN",77,"IND",2012,"Asia","South-East Asia",1,8.90387642520935,2.71228787057212,2.76969870767589,214,3.52685297516781,0.077123351390743,1,19,0.379776533545894,2.18205160654193,239,11,"South-east Asia",1,3,50,10,<NA>,5,73,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,0,1,1,20030910,20040205,5,6,5,9,10,7,2.45354377849902,0,0,"India",1,0,0,0,0,0,0,0,0,0,1,3.38879785813298,4.93395875991946,0.490514173618338,7.37588745432773e-06,0.000693708668331047,0,78
"IQ",80,"IRQ",2010,"Asia","Eastern Mediterranean",0,0.230614983091574,1.96663912116191,1.46631108053429,0,0.0092463993933118,0.147284746450809,1,1,0.466313424839587,2.56386043237675,12,9,"Eastern Med",0,7,99,7,99,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,940.874326894106,1181.17003752594,<NA>,<NA>,0,20040629,20080317,0,0,0,0,0,0,0,0,0,"Iraq",1,0,0,0,0,1,0,0,0,0,0,1.12959928604433,4.2291075085024,0.0496510523761958,0.000543848284719412,0,0,0
"IQ",80,"IRQ",2012,"Asia","Eastern Mediterranean",0,0.234556043648605,1.95261505288938,1.33054158783235,0,0.00806138336434534,0.170155517613528,1,1,0.466313424839587,2.56386043237675,12,11,"Eastern Med",0,7,99,7,99,10,<NA>,10,<NA>,<NA>,<NA>,<NA>,940.874326894106,1181.17003752594,<NA>,<NA>,0,20040629,20080317,0,0,6,2,7,0,0,0,0,"Iraq",1,0,0,0,0,1,0,0,0,0,0,1.12959928604433,4.2291075085024,0.0425604564120637,0.000617741702394255,0,0,0
"IR",79,"IRN",2012,"Asia","Eastern Mediterranean",0,0.550239425013461,2.04624316622006,0.515924243180895,5,0.0846444589090644,0.231336458549378,0,5,0.180676762147796,2.1417841333983,139,11,"Eastern Med",1,4,71,8,112,5,74,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,<NA>,<NA>,0,20030616,20051106,5,5,7,11,10,0,0,0,0,"Iran, Islamic Republic of",1,0,0,0,0,1,0,0,0,0,0,2.82399821511081,4.93395875991946,0.190497884816912,0.000358013901085527,0,0,4
"IR",79,"IRN",2010,"Asia","Eastern Mediterranean",0,0.532594102613983,2.01197129531597,0.515924243180895,4,0.0570141066614238,0.223802733868311,0,5,0.180676762147796,2.1417841333983,139,9,"Eastern Med",1,4,71,8,112,5,74,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,<NA>,<NA>,0,20030616,20051106,0,0,0,0,0,0,0,0,0,"Iran, Islamic Republic of",1,0,0,0,0,1,0,0,0,0,0,2.82399821511081,4.93395875991946,0.132565129400586,0.000357829833100325,0,0,4
"IS",76,"ISL",2012,"Europe","European",0,0.00230908568653378,5.33356796452276,3.25846906785399,6,0,3.9570120003351,1,0,2.17505144043564,2.27419121392321,46,11,"European",1,3,54,10,135,1,29,2,48,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,1,0,1,20030616,20040614,5,6,4,8,7,0,0,0,0,"Iceland",0,1,0,0,0,0,1,0,0,0,0,3.38879785813298,4.93395875991946,0,1.45926723003679,0,0,12
"IS",76,"ISL",2010,"Europe","European",0,0.00228982626632563,5.30711179444536,3.25846906785399,6,0,3.86269986880727,1,0,2.17505144043564,2.27419121392321,46,9,"European",1,3,54,10,135,1,29,2,48,<NA>,<NA>,<NA>,939.000075246907,1180.58063131959,1,0,1,20030616,20040614,0,0,1,0,0,0,0,0,0,"Iceland",0,1,0,0,0,0,1,0,0,0,0,3.38879785813298,4.93395875991946,0,1.43646796045672,0,0,12
"IT",83,"ITA",2012,"Europe","European",0,0.428673057486911,4.67948063892642,3.12269973052795,110,0.338577914718303,2.0690379699302,1,0,2.00578244546946,2.72561246705529,63,11,"European",1,7,103,8,118,10,<NA>,5,83,<NA>,<NA>,<NA>,940.874326894106,1180.58063131959,<NA>,<NA>,<NA>,20030616,20080702,2,5,2,7,9,0,0,0,0,"Italy",0,1,0,0,0,0,1,0,0,0,0,1.12959928604433,4.93395875991946,0.978083126616342,0.00411007535002704,0,0,46
"IT",83,"ITA",2010,"Europe","European",0,0.435467262551953,4.51235693614335,3.12269973052795,108,0.359182781166692,2.11400533933605,1,0,2.00578244546946,2.72561246705529,63,9,"European",1,7,103,8,118,10,<NA>,5,83,<NA>,<NA>,<NA>,940.874326894106,1180.58063131959,1,0,1,20030616,20080702,0,0,0,0,0,0,0,0,0,"Italy",0,1,0,0,0,0,1,0,0,0,0,1.12959928604433,4.93395875991946,1.02141757678318,0.00413388204375945,0,0,46
"JM",84,"JAM",2012,"America","Americas",0,0.0194956090978455,5.097918538052,2.76969870767589,3,0.00644909631195781,0.287677726208577,1,2,0.801313042925731,2.60773555246393,46,11,"Americas",1,4,67,7,99,6,90,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,0,0,0,20030924,20050707,0,0,0,0,0,0,0,0,0,"Jamaica",0,0,0,1,0,0,0,0,1,0,0,2.82399821511081,4.93395875991946,0.409642854652964,0.0125654180132864,0,0,0
"JM",84,"JAM",2010,"America","Americas",0,0.0194559742910246,5.05034926508926,2.76969870767589,3,0.00596541816622894,0.287677726208577,1,2,0.801313042925731,2.60773555246393,46,9,"Americas",1,4,67,7,99,6,90,10,<NA>,<NA>,<NA>,<NA>,939.468638158707,1180.58063131959,1,0,1,20030924,20050707,0,0,0,0,0,1,1.02675774102959,0,0,"Jamaica",0,0,0,1,0,0,0,0,1,0,0,2.82399821511081,4.93395875991946,0.379691817578307,0.0125910156990219,0.132854856861395,0,0
"JO",86,"JOR",2010,"Asia","Eastern Mediterranean",0,0.043537089345308,2.02309188354478,0.977540720356196,4,0.00808152704407595,0.193500549710302,1,4,0.576533294684825,3.89905988974809,17,9,"Eastern Med",1,3,56,4,62,3,59,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1181.17003752594,<NA>,<NA>,0,20040528,20040819,3,3,2,9,11,0,0,0,0,"Jordan",1,0,0,0,0,1,0,0,0,0,0,3.38879785813298,4.2291075085024,0.229867392231272,0.00378469009654846,0,0,0
"JO",86,"JOR",2012,"Asia","Eastern Mediterranean",0,0.0454882306075171,2.03340717512318,0.977540720356196,4,0.00725525250363539,0.194947586286672,1,4,0.576533294684825,3.89905988974809,17,11,"Eastern Med",1,3,56,4,62,3,59,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1181.17003752594,<NA>,<NA>,0,20040528,20040819,4,3,7,11,9,0,0,0,0,"Jordan",1,0,0,0,0,1,0,0,0,0,0,3.38879785813298,4.2291075085024,0.197513514644829,0.00364944085892938,0,0,0
"JP",85,"JPN",2012,"Asia","Western Pacific",1,0.91841507253407,4.7346418171892,3.12269973052795,31,0.0794045715536553,2.53453190944113,1,4,1.29881662670705,3.47417415474002,1091,11,"Western Pac",1,10,<NA>,10,<NA>,1,32,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1181.17003752594,1,0,1,20040309,20040608,5,5,1,7,15,0,0,0,0,"Japan",1,0,0,0,0,0,0,0,0,1,0,3.38879785813298,4.2291075085024,0.107065570049201,0.00234999139770932,0,0,120
"JP",85,"JPN",2010,"Asia","Western Pacific",1,0.917615680599225,4.74717364362417,3.12269973052795,29,0.11809919885168,2.50435790997306,1,4,1.29881662670705,3.47417415474002,1091,9,"Western Pac",1,10,<NA>,10,<NA>,1,32,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1181.17003752594,1,0,1,20040309,20040608,5,5,2,7,15,0,0,0,0,"Japan",1,0,0,0,0,0,0,0,0,1,0,3.38879785813298,4.2291075085024,0.159378397041334,0.00232403723269743,0,0,120
"KE",88,"KEN",2012,"Africa","African",0,0.310873256570416,5.22026316121157,2.28092834749779,19,0.0604603390896239,0.0421805694141135,1,10,0.156341893763315,2.12204577603068,88,11,"African",1,3,54,2,48,3,57,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1181.17003752594,<NA>,<NA>,0,20040625,20040625,0,0,0,0,0,2,1.18120298848873,1,0.4771107525886,"Kenya",0,0,1,0,0,0,0,1,0,0,0,3.38879785813298,4.2291075085024,0.240841068503432,0.00011554112376322,0.00956541040282523,0.00195510089435186,22
"KE",88,"KEN",2010,"Africa","African",0,0.291682529494303,5.20720289815544,2.41669799557565,13,0.0570584420330797,0.0401635356909252,1,10,0.156341893763315,2.12204577603068,88,9,"African",1,3,54,2,48,3,57,10,<NA>,<NA>,<NA>,<NA>,939.000075246907,1181.17003752594,<NA>,<NA>,0,20040625,20040625,6,3,2,11,13,2,0.754541640406994,0,0,"Kenya",0,0,1,0,0,0,0,1,0,0,0,3.38879785813298,4.2291075085024,0.242243883961816,0.000117254368479095,0.00651231243436522,0,22
"KG",91,"KGZ",2012,"Asia","European",0,0.04037062466959,4.78275509210643,1.92792748002164,26,0.0299681731999904,0.0396142480503786,1,1,0.197936156197577,3.72333710274434,4,11,"European",1,5,77,4,69,5,84,10,<NA>,<NA>,<NA>,<NA>,939.937201070506,1181.17003752594,<NA>,<NA>,0,20040218,20060525,6,4,4,10,9,0,0,0,0,"Kyrgyzstan",1,0,0,0,0,0,1,0,0,0,0,2.25919857208865,4.2291075085024,0.919259506880732,0.000835590432970307,0,0,20
"KG",91,"KGZ",2010,"Asia","European",0,0.0392236991970073,4.78644276563888,1.68354229993259,26,0.0398554528707233,0.03851453487263,1,1,0.197936156197577,3.72333710274434,4,9,"European",1,5,77,4,69,5,84,10,<NA>,<NA>,<NA>,<NA>,939.937201070506,1181.17003752594,<NA>,<NA>,0,20040218,20060525,0,0,0,0,0,0,0,0,0,"Kyrgyzstan",1,0,0,0,0,0,1,0,0,0,0,2.25919857208865,4.2291075085024,1.25829516562479,0.000836148893596803,0,0,20
